NofNote,Great,Good,Ignore,MissTouch,Score,TotalDistance,AverageDistance,early,late

160,9,0,151,0,5780,0.9645896,0.1071766,4,0.06803608,5,0.1384891
235,134,1,100,4,91550,9.634304,0.07136521,61,0.05259547,74,0.0868376
160,70,6,84,4,48581,8.382048,0.1102901,70,0.1126596,6,0.08264653
160,72,5,83,1,46596,11.11236,0.1443163,65,0.1396528,12,0.1695769
160,63,3,94,17,26110,23.36681,0.3540425,10,0.1534621,56,0.3898606
156,58,4,94,11,30380,16.09776,0.2596413,23,0.1508844,39,0.3237801
156,63,7,86,18,31705,20.76456,0.2966366,23,0.2211984,47,0.3335531
156,67,5,84,10,41888,12.08192,0.1678044,36,0.1141346,36,0.2214743
156,73,0,83,5,48914,5.798934,0.07943746,22,0.07123067,51,0.08297764
156,17,0,139,13,10130,2.612572,0.1536807,7,0.08003991,10,0.2052293
156,70,3,83,7,44898,9.812717,0.1344208,22,0.1110491,51,0.1445026
156,26,11,119,47,531,27.21087,0.7354289,14,0.437162,23,0.9169827
156,84,11,61,25,45963,25.24618,0.2657493,42,0.1850746,53,0.3296803
156,31,4,121,2,10459,15.77933,0.4508381,11,0.1994048,24,0.5660784
156,62,2,92,22,17845,30.13287,0.4708261,4,0.2991443,60,0.4822716
156,69,2,85,19,41409,11.804,0.1662535,27,0.1096423,44,0.2009922
156,0,0,156,0,0,0,NaN,0,NaN,0,NaN
156,33,37,86,9,29382,23.08523,0.329789,60,0.3007721,10,0.5038903
156,69,0,87,6,46801,4.914512,0.07122482,48,0.07102766,21,0.07167546
156,48,25,83,4,38836,15.88096,0.2175474,73,0.2175474,0,NaN
156,64,6,86,13,41023,11.44578,0.1635111,53,0.1653694,17,0.1577178
156,31,5,120,28,2377,24.61426,0.6837295,13,0.2745679,23,0.914995
156,72,1,83,48,40007,14.70832,0.2014839,24,0.1215628,49,0.2406289
156,52,15,89,20,36347,13.8641,0.2069268,45,0.2119587,22,0.1966343
156,40,31,85,16,33114,20.1019,0.2831253,59,0.3004453,12,0.1979686
156,28,7,121,57,2999,23.2451,0.6641458,11,0.3290768,24,0.8177193
156,9,4,143,38,4478,5.267415,0.4051857,9,0.335802,4,0.5612991
156,22,19,115,38,9222,21.51087,0.5246553,27,0.4696686,14,0.6307012
156,62,6,88,23,37200,13.77278,0.2025409,42,0.1622345,26,0.2676513
306,0,0,306,0,0,0,NaN,0,NaN,0,NaN
306,0,0,306,0,0,0,NaN,0,NaN,0,NaN
306,0,0,306,0,0,0,NaN,0,NaN,0,NaN
113,0,0,113,0,0,0,NaN,0,NaN,0,NaN
62,0,0,62,0,0,0,NaN,0,NaN,0,NaN
306,27,26,253,197,20404,19.32198,0.3645656,41,0.3692872,12,0.348433
330,25,11,294,25,16859,10.12362,0.2812117,20,0.2658876,16,0.3003668
156,59,28,69,288,41679,23.53356,0.2705007,68,0.2796853,19,0.2376291
57,23,6,28,70,16649,5.086851,0.1754086,23,0.1960709,6,0.09620348
57,20,0,37,0,12640,2.350739,0.1175369,12,0.1237237,8,0.1082568
62,14,0,48,6,8729,1.764291,0.1260208,4,0.04972112,10,0.1565407
330,8,1,321,2,4679,2.067509,0.2297232,3,0.2035158,6,0.2428269
156,13,0,143,0,7695,2.047556,0.1575043,7,0.06421464,6,0.2663423
92,63,2,27,1,41716,7.00366,0.1077486,55,0.107402,10,0.1096548
92,38,4,50,1,24339,7.141064,0.1700253,41,0.1726204,1,0.06362677
92,27,1,64,1,17477,3.508793,0.125314,27,0.1298631,1,0.002488613
92,90,1,1,5,60750,7.45075,0.08187637,63,0.08833801,28,0.06733768
92,12,0,80,0,7635,1.356946,0.1130788,11,0.1177059,1,0.062181
92,40,2,50,1,25245,6.235191,0.1484569,39,0.150229,3,0.1254204
119,100,0,19,4,63167,11.7845,0.117845,95,0.1114484,5,0.2393821
119,4,0,115,0,2420,0.5782294,0.1445574,4,0.1445574,0,NaN
119,34,0,85,1,21798,3.686921,0.1084389,33,0.1117019,1,0.0007576942
306,0,0,306,0,0,0,NaN,0,NaN,0,NaN
235,83,0,152,7,56664,5.545251,0.06681026,57,0.0675436,26,0.06520253
235,62,0,173,2,40558,5.91163,0.09534886,48,0.08144059,14,0.1430344
57,24,5,28,141,15199,6.539833,0.2255115,25,0.1917518,4,0.4365091
67,36,0,31,0,21674,5.310577,0.147516,26,0.07581685,10,0.3339339
57,7,1,49,1,3134,2.865552,0.358194,6,0.1582785,2,0.9579406
67,23,1,43,1,15013,2.974816,0.1239507,20,0.1075878,4,0.2057652
185,4,0,181,2,2497,0.5015306,0.1253827,0,NaN,4,0.1253827
156,71,1,84,4,48306,5.658153,0.07858545,53,0.09108796,19,0.04371003
235,49,2,184,4,31441,6.785932,0.1330575,12,0.08331235,39,0.1483637
54,22,5,27,0,15710,4.529181,0.1677474,25,0.1787599,2,0.03009129
54,26,1,27,0,16081,4.154864,0.1538838,26,0.156993,1,0.07304525
40,0,0,40,0,0,0,NaN,0,NaN,0,NaN
65,0,0,65,0,0,0,NaN,0,NaN,0,NaN
135,130,3,2,3,90365,9.318396,0.07006312,96,0.07687672,37,0.05238465
54,21,6,27,2,14604,5.633512,0.2086486,27,0.2086486,0,NaN
66,3,0,63,0,1620,0.6274896,0.2091632,3,0.2091632,0,NaN
66,26,3,37,5,15108,6.626479,0.2284993,26,0.1555834,3,0.8604369
54,4,0,50,0,2648,0.3499784,0.08749461,4,0.08749461,0,NaN
135,9,0,126,0,5583,1.162792,0.1291991,9,0.1291991,0,NaN
135,33,5,97,10,22249,6.23163,0.1639903,36,0.1595675,2,0.2436004
128,38,2,88,1,24627,5.355959,0.133899,37,0.1413815,3,0.04161469
114,29,5,80,0,20648,4.832882,0.1421436,34,0.1421436,0,NaN
94,34,7,53,1,23593,7.135731,0.1740422,41,0.1740422,0,NaN
135,23,3,109,0,15561,3.927773,0.1510682,26,0.1510682,0,NaN
53,0,0,53,0,0,0,NaN,0,NaN,0,NaN
117,1,0,116,0,603,0.1465516,0.1465516,1,0.1465516,0,NaN
135,0,0,135,0,0,0,NaN,0,NaN,0,NaN
135,0,0,135,0,0,0,NaN,0,NaN,0,NaN
135,78,2,55,12,50690,9.276794,0.1159599,71,0.1182885,9,0.0975905
135,0,0,135,0,0,0,NaN,0,NaN,0,NaN
